source,source_layer,element_code,element,site,name,lat,lon,in_lga,nearby_bbox,tail,agency,location_types,classification,source_url
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48189,Belrose,-33.74060000129015,151.21049999834617,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566066, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7406, ""location_types"": ""rain gauge;"", ""long"": 151.2105, ""name"": ""Belrose"", ""objectid"": 48189, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48190,Cromer,-33.74170000131759,151.29169999832789,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566067, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7417, ""location_types"": ""rain gauge;"", ""long"": 151.2917, ""name"": ""Cromer"", ""objectid"": 48190, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48191,Mona Vale,-33.6707000013664,151.30139999829316,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Hawkesbury River"", ""bom_stn_num"": 566068, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.6707, ""location_types"": ""rain gauge;"", ""long"": 151.3014, ""name"": ""Mona Vale"", ""objectid"": 48191, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48192,North Manly,-33.786700001281226,151.26999999835354,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566069, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7867, ""location_types"": ""rain gauge;"", ""long"": 151.27, ""name"": ""North Manly"", ""objectid"": 48192, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48195,Forestville,-33.7626000012761,151.21059999835632,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566080, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7626, ""location_types"": ""rain gauge;"", ""long"": 151.2106, ""name"": ""Forestville"", ""objectid"": 48195, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48196,Manly Cbd,-33.79560000128069,151.2847999983541,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566081, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7956, ""location_types"": ""rain gauge;"", ""long"": 151.2848, ""name"": ""Manly Cbd"", ""objectid"": 48196, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,48198,Mosman (Spit Bridge),-33.80430000126155,151.24559999836725,False,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566083, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.8043, ""location_types"": ""rain gauge;"", ""long"": 151.2456, ""name"": ""Mosman (Spit Bridge)"", ""objectid"": 48198, ""state"": ""NSW""}",Office of Environment and Heritage,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,49249,Abbotsford (Blackwall Point Rd),-33.85070000119173,151.12949999841567,False,True,"{""agency"": ""Bureau of Meteorology"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 66034, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.8507, ""location_types"": ""rain gauge;"", ""long"": 151.1295, ""name"": ""Abbotsford (Blackwall Point Rd)"", ""objectid"": 49249, ""state"": ""NSW""}",Bureau of Meteorology,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,49251,Long Reef Golf Club,-33.74070000132375,151.30769999832367,True,True,"{""agency"": ""Bureau of Meteorology"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 66126, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7407, ""location_types"": ""rain gauge;"", ""long"": 151.3077, ""name"": ""Long Reef Golf Club"", ""objectid"": 49251, ""state"": ""NSW""}",Bureau of Meteorology,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,Rain gauge locations,,Rain gauge locations,49394,Great Mackeral Beach,-33.59040000141762,151.30079999825665,True,True,"{""agency"": ""Water NSW"", ""awrc_stateid"": null, ""basin"": ""Hawkesbury River"", ""bom_stn_num"": 566041, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.5904, ""location_types"": ""rain gauge;"", ""long"": 151.3008, ""name"": ""Great Mackeral Beach"", ""objectid"": 49394, ""state"": ""NSW""}",Water NSW,rain gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/4/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,River and Tide gauge locations,,River and Tide gauge locations,44080,Fort Denison (NTC),-33.85510000122205,151.2253999983952,False,True,"{""agency"": ""Bureau of Meteorology"", ""awrc_stateid"": null, ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 66022, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.8551, ""location_types"": ""tide gauge;"", ""long"": 151.2254, ""name"": ""Fort Denison (NTC)"", ""objectid"": 44080, ""state"": ""NSW""}",Bureau of Meteorology,tide gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/5/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,River and Tide gauge locations,,River and Tide gauge locations,48046,Patonga (Tide Gauge),-33.55080000143397,151.27469999824459,False,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": ""212440"", ""basin"": ""Hawkesbury River"", ""bom_stn_num"": 561149, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.5508, ""location_types"": ""water level gauge;tide gauge;"", ""long"": 151.2747, ""name"": ""Patonga (Tide Gauge)"", ""objectid"": 48046, ""state"": ""NSW""}",Office of Environment and Heritage,water level gauge;tide gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/5/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,River and Tide gauge locations,,River and Tide gauge locations,48193,Sydney Port Jackson,-33.825400001252504,151.25849999837385,False,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": ""213470"", ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566070, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.8254, ""location_types"": ""water level gauge;tide gauge;"", ""long"": 151.2585, ""name"": ""Sydney Port Jackson"", ""objectid"": 48193, ""state"": ""NSW""}",Office of Environment and Heritage,water level gauge;tide gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/5/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
BOM National Flood Gauge Network,River and Tide gauge locations,,River and Tide gauge locations,48200,Ocean St (Narrabeen Lagoon),-33.703600001346445,151.3046999983074,True,True,"{""agency"": ""Office of Environment and Heritage"", ""awrc_stateid"": ""213408D"", ""basin"": ""Sydney Coast-Georges River"", ""bom_stn_num"": 566086, ""featreal"": 1769954400000, ""forecast_site_classification"": ""data"", ""lat"": -33.7036, ""location_types"": ""water level gauge;"", ""long"": 151.3047, ""name"": ""Ocean St (Narrabeen Lagoon)"", ""objectid"": 48200, ""state"": ""NSW""}",Office of Environment and Heritage,water level gauge;,,https://hosting.wsapi.cloud.bom.gov.au/arcgis/rest/services/flood/National_Flood_Gauge_Network/FeatureServer/5/query?f=geojson&where=1%3D1&outFields=%2A&geometry=151.1%2C-33.86%2C151.37%2C-33.54&geometryType=esriGeometryEnvelope&inSR=4326&spatialRel=esriSpatialRelIntersects&outSR=4326&returnGeometry=true
